作者规范,六帖部类,高值句数,最高相似度,平均相似度,代表诗题,代表诗句,代表六帖词条,代表六帖注文,代表相似度,total_line_count,line_p90_count,句级p90互文密度_每千句,样本规模标记,部类高值密度_每千句,部类占诗人高值比例,诗人内部类高值排名
姚合,僕射,1,0.754987,0.754987,送丁端公赴河阴,何人不在朝,不朝,何澄，字君玄。以腳疾，制聽坐家視事。,0.754987,4771,6,1.2575979878432193,大样本,0.2095996646405366,0.16666666666666666,3.0
姚合,太行山,1,0.751106,0.751106,寄送卢拱秘书游魏州,太行山下路,塹太行之道,《戰國策》曰：「范雎說秦曰：舉兵攻榮陽，則成皋之路不通，塹太行之道，則上黨之，兵不下舉，兵而攻榮陽，則其國斷而為三。,0.751106,4771,6,1.2575979878432193,大样本,0.2095996646405366,0.16666666666666666,4.0
姚合,勤,1,0.749587,0.749587,酬任畴协律夏中苦雨见寄,终日不能酬,終日矻矻,,0.749587,4771,6,1.2575979878432193,大样本,0.2095996646405366,0.16666666666666666,5.0
姚合,雁,1,0.745741,0.745741,送张宗原,鸿雁春北去,春北秋南,《管子》桓公曰：「夫鴻雁春北而秋南，不失其時。,0.745741,4771,6,1.2575979878432193,大样本,0.2095996646405366,0.16666666666666666,6.0
刘禹锡,印綬,1,0.823516,0.823516,酬喜相遇同州与乐天替代,新交竹使符,竹使符,竹符五枚，長五寸。錐畫篆書，一至五，以代古之珪璋。,0.823516,4802,11,2.2907122032486464,大样本,0.20824656393169513,0.09090909090909091,2.0
刘禹锡,案,1,0.816354,0.816354,酬郑州权舍人见寄二十韵,学堂青玉案,青玉案,《張平子詩》曰：「美人贈我錦繡段，何以報之青玉案。」,0.816354,4802,11,2.2907122032486464,大样本,0.20824656393169513,0.09090909090909091,3.0
刘禹锡,簿籍,1,0.778391,0.778391,奉和司空裴相公中书即事通简旧僚之作,时看赤白囊,赤白囊,邴吉馭吏，習知邊事警急。因驛騎持赤白囊書，馭吏因刺取探候之，知虜入雲中代郡，因白告也。,0.778391,4802,11,2.2907122032486464,大样本,0.20824656393169513,0.09090909090909091,4.0
刘禹锡,相思,1,0.777799,0.777799,酬令狐相公见寄,千里相思难命驾,千里命駕,嵇呂事，見上注。,0.777799,4802,11,2.2907122032486464,大样本,0.20824656393169513,0.09090909090909091,5.0
刘禹锡,珠,1,0.77077,0.77077,省试风光草际浮,带露如珠缀,秋露如珠,,0.77077,4802,11,2.2907122032486464,大样本,0.20824656393169513,0.09090909090909091,6.0
刘禹锡,湖,1,0.768974,0.768974,酬李相公喜归乡国自巩县夜泛洛水见寄,犹泛五湖舟,其浸五湖,《周禮》：楊州其浸五湖。注云：太湖方五百里，故曰五湖。,0.768974,4802,11,2.2907122032486464,大样本,0.20824656393169513,0.09090909090909091,7.0
刘禹锡,星,1,0.751107,0.751107,许给事见示哭工部刘尚书诗因命同作,驰心拱北辰,拱北辰,《語》：為政以德，譬如北辰。居其所，眾星拱之。,0.751107,4802,11,2.2907122032486464,大样本,0.20824656393169513,0.09090909090909091,8.0
刘禹锡,司空,1,0.7454,0.7454,江陵严司空见示与成都武相公唱和，因命同作,名重三司平水土,平水土,舜命伯禹作司空帝曰：「咨禹汝平水土，惟時懋哉？」懋，勉也。,0.7454,4802,11,2.2907122032486464,大样本,0.20824656393169513,0.09090909090909091,9.0
刘禹锡,鳥,1,0.743797,0.743797,令狐相公见示新栽蕙兰二草之什，兼命同作,寄言知音者,寄言,《楚辭》：願寄言於三鳥。三鳥飛，以自南覽其志而欲北。也見《離騷》。,0.743797,4802,11,2.2907122032486464,大样本,0.20824656393169513,0.09090909090909091,10.0
皮日休,幕府,1,0.809025,0.809025,初夏游楞伽精舍,似入青油幕,青油幕,,0.809025,5032,14,2.7821939586645468,大样本,0.1987281399046105,0.07142857142857142,2.0
皮日休,竊盜,1,0.797338,0.797338,太湖诗。入林屋洞,窃之不加刑,不竊,子曰：苟子之不欲，雖賞之不竊。,0.797338,5032,14,2.7821939586645468,大样本,0.1987281399046105,0.07142857142857142,3.0
皮日休,僧,1,0.797119,0.797119,初夏游楞伽精舍,念彼上人者,上人,彼上人者。,0.797119,5032,14,2.7821939586645468,大样本,0.1987281399046105,0.07142857142857142,4.0
皮日休,賜食,1,0.782865,0.782865,三羞诗三首,食之以侯食,與之禮食,《傳》：晉侯以魏絳，為能以刑佐民，與之禮食，使佐新軍。《注》：《禮》食以表其功。,0.782865,5032,14,2.7821939586645468,大样本,0.1987281399046105,0.07142857142857142,5.0
皮日休,李,1,0.777139,0.777139,二游诗。任诗,闲日不整冠,不整冠,《古詩》：君子防未然，李下不整冠。,0.777139,5032,14,2.7821939586645468,大样本,0.1987281399046105,0.07142857142857142,6.0
皮日休,案,1,0.77022,0.77022,酬鲁望见迎绿罽次韵,酬赠既无青玉案,青玉案,《張平子詩》曰：「美人贈我錦繡段，何以報之青玉案。」,0.77022,5032,14,2.7821939586645468,大样本,0.1987281399046105,0.07142857142857142,7.0
皮日休,食器,1,0.76941,0.76941,补周礼九夏系文。九夏歌九篇,自筐及筥,維筐及筥,于以盛之，維筐及筥。,0.76941,5032,14,2.7821939586645468,大样本,0.1987281399046105,0.07142857142857142,8.0
皮日休,圖畫,1,0.766935,0.766935,鲁望昨以五百言见贻过有褒美内揣庸陋弥增愧悚…微旨也,其中有拟者,擬諸形容,象其物宜。,0.766935,5032,14,2.7821939586645468,大样本,0.1987281399046105,0.07142857142857142,9.0
皮日休,致仕,1,0.759039,0.759039,七爱诗。白太傅（居易）,仕若不得志,若不得謝,謂不聽致仕也。,0.759039,5032,14,2.7821939586645468,大样本,0.1987281399046105,0.07142857142857142,10.0
皮日休,衣服,1,0.748049,0.748049,三羞诗三首,衣之以侯衣,寒者衣之,,0.748049,5032,14,2.7821939586645468,大样本,0.1987281399046105,0.07142857142857142,11.0
皮日休,正月十五日,1,0.745135,0.745135,太湖诗。石板（在石公山前）,安得三五夕,三五之夕,,0.745135,5032,14,2.7821939586645468,大样本,0.1987281399046105,0.07142857142857142,12.0
皮日休,舟,1,0.744262,0.744262,吴中苦雨因书一百韵寄鲁望,此时一千里,舳艫,千里。,0.744262,5032,14,2.7821939586645468,大样本,0.1987281399046105,0.07142857142857142,13.0
刘长卿,寒,1,0.836255,0.836255,酬张夏雪夜赴州访别途中苦寒作,不惮苦寒行,苦寒行,魏武《苦寒行》曰：「人馬同時飢，擔囊行取薪，斧冰持作糜。」糜，粥也。,0.836255,5373,9,1.6750418760469012,大样本,0.18611576400521124,0.1111111111111111,1.0
刘长卿,弓,1,0.808989,0.808989,避地江东，留别淮南使院诸公,却使他人得楚弓,楚人亡弓楚人得之,,0.808989,5373,9,1.6750418760469012,大样本,0.18611576400521124,0.1111111111111111,2.0
刘长卿,市,1,0.806776,0.806776,颍川留别司仓李万,且知投刃皆若虚,投刃皆虛,庖丁解牛者，砉然騞然，莫不中音，投刃皆虛。丁曰：臣始解牛之時，所見非牛。三年之後未嘗見全牛也。今臣之刀，十九年所解千牛，而刃無肯綮，若初發硎，以其游刃必有餘地。,0.806776,5373,9,1.6750418760469012,大样本,0.18611576400521124,0.1111111111111111,3.0
刘长卿,九月九日,1,0.801896,0.801896,九日登李明府北楼,九日登高望,登高,《續齊諧記》：汝南桓景隨費長房遊學，長房謂曰：「九月九日，汝家當有災異，急令家人縫絳囊，盛茱萸，繫臂上，登高飲菊花酒，此禍乃消，景從其言，還家登山，夕還見雞犬，一時暴死。今人九月九日登高是其事。,0.801896,5373,9,1.6750418760469012,大样本,0.18611576400521124,0.1111111111111111,4.0
刘长卿,三月三,1,0.800237,0.800237,奉陪使君西庭送淮西魏判官（得山字）,多在八公山,八公山,宋武帝三月三日，登八公山。劉安故臺曰：「城郭如匹帛之，繞叢花也。」,0.800237,5373,9,1.6750418760469012,大样本,0.18611576400521124,0.1111111111111111,5.0
刘长卿,丹藥,1,0.797804,0.797804,寻洪尊师不遇,何处化丹砂,化丹砂,李少君曰：「祠竈丹砂，可化為黃金。,0.797804,5373,9,1.6750418760469012,大样本,0.18611576400521124,0.1111111111111111,6.0
刘长卿,寛不按吏,1,0.775934,0.775934,送薛据宰涉县（自永乐主簿陟状，寻复选受此官）,蒲鞭使人畏,蒲鞭。,劉寛宇文饒吏人有過以蒲鞭罰之以示辱也,0.775934,5373,9,1.6750418760469012,大样本,0.18611576400521124,0.1111111111111111,7.0
刘长卿,仙,1,0.753489,0.753489,对雨赠济阴马少府考城蒋少府兼献成武五兄南华二兄,谁为生羽翼,生羽翼,,0.753489,5373,9,1.6750418760469012,大样本,0.18611576400521124,0.1111111111111111,8.0
刘长卿,衣服,1,0.743609,0.743609,送张判官罢使东归,范叔寒犹在,范叔寒,見上綈袍注。,0.743609,5373,9,1.6750418760469012,大样本,0.18611576400521124,0.1111111111111111,9.0
白居易,老,6,0.89456,0.8118167,洛中偶作（自此后在东都作）,不知老将至,不知老之將至,,0.89456,33303,161,4.834399303366062,大样本,0.18016394919376633,0.037267080745341616,1.0
皎然,德,1,0.96043,0.96043,讲德联句,明德惟馨,明德惟馨,,0.96043,5651,14,2.4774376216598832,大样本,0.1769598301185631,0.07142857142857142,2.0
皎然,兄弟,1,0.837343,0.837343,哭吴县房耸明府,夫子寡兄弟,寡兄弟,子路曰：「吾寡兄弟而不忍除也。姊喪,0.837343,5651,14,2.4774376216598832,大样本,0.1769598301185631,0.07142857142857142,3.0
皎然,扇,1,0.829892,0.829892,因游支硎寺寄邢端公,诗题白羽扇,白羽扇,裴啟《語林》曰：「諸葛武侯，持白羽扇，指麾三軍。,0.829892,5651,14,2.4774376216598832,大样本,0.1769598301185631,0.07142857142857142,4.0
皎然,縣令,1,0.809101,0.809101,讲德联句,吏不能欺,人不敢欺,西門豹為政，人不敢欺；鄭子產為政，人不能欺；宓子賤為政，人不敢欺。,0.809101,5651,14,2.4774376216598832,大样本,0.1769598301185631,0.07142857142857142,5.0
皎然,桑,1,0.797204,0.797204,浮云三章,集于扶桑,扶桑,,0.797204,5651,14,2.4774376216598832,大样本,0.1769598301185631,0.07142857142857142,6.0
皎然,龍,1,0.79251,0.79251,郑容全成蛟形木机歌,还应不是池中物,非池中物,《吳志》：龍非池中物，雨必飛去。,0.79251,5651,14,2.4774376216598832,大样本,0.1769598301185631,0.07142857142857142,7.0
皎然,日,1,0.790799,0.790799,浮云三章,日昃之时,日昃之離,,0.790799,5651,14,2.4774376216598832,大样本,0.1769598301185631,0.07142857142857142,8.0
皎然,言語,1,0.779522,0.779522,讲德联句,其言不朽,其容不改,斯言有章。,0.779522,5651,14,2.4774376216598832,大样本,0.1769598301185631,0.07142857142857142,9.0
皎然,視,1,0.763802,0.763802,访陆处士羽（一作访陆羽处士不遇）,所思不可见,目所不見,故若存若亡心所不繋故不生不滅。,0.763802,5651,14,2.4774376216598832,大样本,0.1769598301185631,0.07142857142857142,10.0
皎然,雲,1,0.763015,0.763015,同薛员外谊喜雨诗兼上杨使君,郊云不待族,不待族,廣成子謂：黃帝自爾，治天下雲氣，不待族而雨。,0.763015,5651,14,2.4774376216598832,大样本,0.1769598301185631,0.07142857142857142,11.0
皎然,故舊,1,0.750033,0.750033,新秋送卢判官,故人念宿昔,恤飬故人,漢婁䕶君卿有故人，呂公無子歸䕶䕶身與吕公妻與呂嫗同食，及居。妻子頗厭䕶流涕責曰：「呂公以故舊老窮，寄身於我，義所當奉。」遂飬呂公終身。,0.750033,5651,14,2.4774376216598832,大样本,0.1769598301185631,0.07142857142857142,12.0
皎然,洞,1,0.744064,0.744064,奉同颜使君真卿清风楼赋得洞庭歌送吴炼师归林屋洞,三十六洞称最灵,三十六,《茅君內傳》：大天之內，有玄中之洞三十六所。第一王屋山之洞：周迴萬里，名曰小有清虛之天。第二委羽之洞：周迴萬里，名曰大有空明之天。第三西域土山之谷：周迴三千里，名曰太玄，摠真之天。第四西方玄三山之谷：周迴千里名曰三玄，極真之天。第五青城之洞：周迴三千里，名曰寶仙，九室之天。第六赤城丹山之洞：周迴三百里，名曰上酒平之天。第七羅浮山之洞：周五百里，名曰朱明，曜真之天。第八曲向山之洞：周一百五十里，名曰金壇華陽之天。第九林屋山之洞：周四百里，名曰左神幽墟之天。第十括蒼之洞：周迴三百里，名曰成德隱玄之天。凡此十洞，皆仙人靈真之陰天，內宮也，其八海之中，崑崙、蓬萊、方丈、瀛洲、滄波、白山，八停之神山，山皆有洞宮，或有方千里、五百里，非名小天之例，不在三十六天之洞數也。五嶽及名山洞室，或三十里、二十里、十里，難並合神仙之言，又非小天之數，嶽洞萬里，其岱宗山之洞，周三千里，名曰三宮空洞之天。羅酆山之洞：周一萬五千里，名曰北帝死生之天，皆死神所治五帝之官考，謫之府也。鬼神所冶，又有二十八小洞，天之陰宮，或地官所在者，不能一一記其洞山之名，略摽其大者耳。其餘有六洞：天陰宮山，皆夷狄異類，鬼所不治，犬戎鳥獸蠻裸，夷之種也。匈奴之天下：北戎之善山，南越之拘屢是也。句曲山洞宮之中：本有仙人郭四，朝者治其宮，亦司三官。領羅酆師。晨候四朝，燕人也。兄弟四人得道，四朝是長兄也。,0.744064,5651,14,2.4774376216598832,大样本,0.1769598301185631,0.07142857142857142,13.0
李商隐,犯夜,1,0.786496,0.786496,少年,灞陵夜猎随田窦,灞亭夜獵,李廣將軍夜獵還灞陵亭長呵叱之,0.786496,5687,5,0.8791981712678038,大样本,0.17583963425356075,0.2,1.0
李商隐,河,1,0.784135,0.784135,拟意,濯锦桃花水,桃花水,《溝洫志》：河決而桃花水漾溢。注云：三月水漲名。,0.784135,5687,5,0.8791981712678038,大样本,0.17583963425356075,0.2,2.0
李商隐,郊,1,0.769504,0.769504,寿安公主出降,四郊多垒在,多壘,《禮》曰：「四郊多壘，卿大夫之辱。,0.769504,5687,5,0.8791981712678038,大样本,0.17583963425356075,0.2,3.0
李商隐,怒,1,0.764072,0.764072,骄儿诗,威怒不可律,不怒而威,神,0.764072,5687,5,0.8791981712678038,大样本,0.17583963425356075,0.2,4.0
李商隐,老,1,0.746602,0.746602,韩碑,传之七十有二代,七十老而傳,《傳》：家事在子孫。,0.746602,5687,5,0.8791981712678038,大样本,0.17583963425356075,0.2,5.0
元稹,言語,2,0.785553,0.784397,感梦（梦故兵部裴尚书相公）,我亦不能语,似不能言,,0.785553,11812,24,2.031832035218422,大样本,0.16931933626820184,0.08333333333333333,2.0
陆龟蒙,命運,1,0.839724,0.839724,紫溪翁歌,吾不知所以然而然,不知所以然而然,,0.839724,6183,17,2.749474365194889,大样本,0.16173378618793466,0.058823529411764705,2.0
陆龟蒙,藻鑑,1,0.800289,0.800289,袭美先辈以龟蒙所献五百言既蒙见和复示荣唱…用伸酬谢,纵有月旦评,月旦評,後漢許劭與兄靖俱有高名共覈論鄉黨人物每月更品題由是汝南俗有月旦評也,0.800289,6183,17,2.749474365194889,大样本,0.16173378618793466,0.058823529411764705,3.0
陆龟蒙,賞賜,1,0.783061,0.783061,奉和袭美太湖诗二十首。投龙潭,民皆受其赐,受賜。,民到于今受其賜。,0.783061,6183,17,2.749474365194889,大样本,0.16173378618793466,0.058823529411764705,4.0
陆龟蒙,案,1,0.780053,0.780053,以竹夹膝寄赠袭美,持赠敢齐青玉案,青玉案,《張平子詩》曰：「美人贈我錦繡段，何以報之青玉案。」,0.780053,6183,17,2.749474365194889,大样本,0.16173378618793466,0.058823529411764705,5.0
陆龟蒙,舟,1,0.775062,0.775062,奉和袭美太湖诗二十首。明月湾,但当乘扁舟,扁舟,句踐既滅吳，范蠡乘扁舟泛五湖。,0.775062,6183,17,2.749474365194889,大样本,0.16173378618793466,0.058823529411764705,6.0
陆龟蒙,師,1,0.766457,0.766457,奉和袭美添渔具五篇。渔庵,各随吾所好,從吾所好,既多知十之賢**：博我以文，必重在三之義。,0.766457,6183,17,2.749474365194889,大样本,0.16173378618793466,0.058823529411764705,7.0
陆龟蒙,酒,1,0.766225,0.766225,江南秋怀寄华阳山人,俄分上尊酒,上尊酒,漢賜丞相上尊。《注》云：糯米一斗為上尊，稷為中粟，為下。,0.766225,6183,17,2.749474365194889,大样本,0.16173378618793466,0.058823529411764705,8.0
陆龟蒙,乳母,1,0.765769,0.765769,袭美先辈以龟蒙所献五百言既蒙见和复示荣唱…用伸酬谢,少小不好弄,弱不好弄,《傳》：夷吾弱，不好弄。弄，戱也。弱，幼也。,0.765769,6183,17,2.749474365194889,大样本,0.16173378618793466,0.058823529411764705,9.0
陆龟蒙,飢饉,1,0.762448,0.762448,奉和袭美太湖诗二十首。包山祠,所祈年不凶,祈年不應,《周禮》。祈年，祈豐年也。,0.762448,6183,17,2.749474365194889,大样本,0.16173378618793466,0.058823529411764705,10.0
陆龟蒙,智謀,1,0.761474,0.761474,京口与友生话别,博物君能继,博物君子,晉侯謂子産為博物君子,0.761474,6183,17,2.749474365194889,大样本,0.16173378618793466,0.058823529411764705,11.0
陆龟蒙,冬,1,0.755496,0.755496,读《阴符经》寄鹿门子,昼短苦夜永,宵長晝短,,0.755496,6183,17,2.749474365194889,大样本,0.16173378618793466,0.058823529411764705,12.0
陆龟蒙,鼎,1,0.749837,0.749837,杂讽九首,暮列五鼎食,五鼎,主父偃曰：「生不五鼎食，死當五鼎烹。,0.749837,6183,17,2.749474365194889,大样本,0.16173378618793466,0.058823529411764705,13.0
陆龟蒙,劍,1,0.748731,0.748731,杂讽九首,左右佩剑者,進劍者左手,尊也。《禮》。,0.748731,6183,17,2.749474365194889,大样本,0.16173378618793466,0.058823529411764705,14.0
陆龟蒙,宮殿,1,0.746147,0.746147,奉和袭美添渔具五篇。蓑衣,上有青袯襫,朱甍。,青甃。,0.746147,6183,17,2.749474365194889,大样本,0.16173378618793466,0.058823529411764705,15.0
